	WT_126_sn scaled	WT_127n_sn scaled	WT_127c_sn scaled	WT_128n_sn scaled	mct1_128c_sn scaled	mct1_129n_sn scaled	mct1_129c_sn scaled	mct1_130n_sn scaled	sit4_130c_sn scaled	sit4_131_sn scaled	sit4_131c_sn scaled	sit4_132n_sn scaled	mct1sit4_132c_sn scaled	mct1sit4_133n_sn scaled	mct1sit4_133c_sn scaled	mct1sit4_134n_sn scaled
SEC6	6.31995	4.29668	4.86428	5.55519	8.76779	5.2543	5.98136	5.18772	6.98491	10.987	8.02733	5.55114	6.60365	6.32353	5.37549	3.91967
RBG2	7.93762	5.43418	5.75933	6.03399	4.62165	2.01373	3.50462	2.61207	7.64601	13.9412	10.0938	6.02689	7.25129	5.35203	8.25773	3.51384
HPT1	5.14402	3.91565	5.98232	4.89508	4.72634	2.97149	5.80253	4.22507	6.71241	7.54484	8.62507	6.97664	9.08594	6.43867	13.0487	3.90529
RTC6	3.57902	3.85011	7.46522	4.1467	5.27682	8.71877	7.26568	7.21681	5.27855	6.54661	7.57463	9.11612	4.25963	5.76758	4.95121	8.98655
SSE1	5.3395	4.38186	5.72091	4.61091	5.1821	2.12161	4.60227	2.90136	7.179	7.84744	8.15296	6.84029	10.6559	7.82462	11.9666	4.67262
MDM31	3.41128	5.42346	5.03393	5.38292	2.68616	4.67184	4.09631	4.98227	6.70893	6.49361	7.06922	8.54263	6.70901	7.65247	9.6462	11.4898
MEC1	7.19654	6.11051	5.29087	7.66682	9.2089	2.75421	2.43376	2.75096	10.1512	8.88767	7.75858	12.4803	7.48152	2.76911	5.33559	1.72346
POP8	6.72206	6.54476	5.41687	8.65896	6.05292	1.41012	2.80056	3.65487	5.79342	14.9925	12.4871	7.60631	5.49212	3.67674	5.71186	2.97879
MYO3	5.62451	3.85254	4.01574	4.24199	7.90171	7.86745	6.30567	7.63261	6.16271	6.34617	7.5237	6.46164	6.65455	8.44052	6.57929	4.3892
FOL1	3.00077	3.12377	3.08632	2.40591	5.37046	7.3736	7.43696	6.95886	3.9462	4.31528	4.96321	4.1241	3.78899	15.5346	4.1489	20.422
PAD1	2.97886	3.52065	3.36197	4.03263	5.03747	9.40266	9.34485	13.3456	4.83702	3.42176	6.09116	6.39205	4.02315	8.05792	4.71834	11.4339
ISW2	11.4395	5.81996	5.23997	5.64834	9.51071	1.27973	1.3586	1.14608	9.26611	14.0111	7.01868	11.7105	9.92011	1.77247	3.68579	1.17238
ILV2	1.60424	1.54222	1.61832	1.43665	9.93651	18.4812	17.6165	12.4518	2.5932	2.03404	2.52344	2.10204	2.27692	9.27384	1.63698	12.8722
IOC4	9.93193	5.90774	5.9835	3.8606	13.171	1.92001	1.6179	1.91338	9.9642	13.1949	6.79378	8.35315	11.2411	1.91052	3.23086	1.00542
SPT15	11.6096	6.57859	4.84787	4.90678	12.4547	1.78606	1.2315	1.52009	6.86166	14.0711	6.46072	14.2472	7.66803	1.61084	2.99231	1.15295
MET5	5.55387	5.59405	6.42976	6.37204	3.4167	3.2254	4.19879	3.14449	7.53859	11.6957	9.6176	6.83774	6.94173	6.00238	8.2173	5.21386
LSC1	1.31186	0.937603	1.16829	1.2557	9.11166	20.0239	16.4284	14.6455	1.77586	1.57975	1.71569	1.88834	1.76611	9.87142	1.571	14.949
YJR011C	8.5234	6.3825	3.86586	8.43326	5.57883	2.67443	2.74867	4.88237	9.0776	17.2213	10.109	4.0908	5.67638	3.35559	5.16898	2.21099
RFX1	5.91527	7.96604	6.81708	6.23408	6.50676	1.05082	1.62031	2.64511	6.37801	12.7818	9.58283	11.3427	8.11516	4.12731	6.91166	2.0051
RAD26	7.77491	6.57421	5.07827	8.70728	6.21343	0.819665	1.38524	2.00908	9.56465	12.7086	8.73393	10.7922	7.20917	2.90076	5.76615	3.76247
MMS1	3.20522	4.34834	5.2247	5.34449	3.19956	5.33701	5.13084	6.17372	4.98095	6.43443	7.13189	8.37582	4.86025	10.2875	6.00834	13.9569
YBL107C	1.45476	1.55745	1.79458	2.09193	9.61422	14.9123	13.8515	16.6224	3.66024	2.09324	2.0257	2.46904	3.05707	8.25335	2.85912	13.6831
ATP18	4.40198	6.90463	6.26767	7.45826	0.823557	1.48924	1.32819	1.63244	8.23024	8.34438	9.15949	11.4473	6.20298	7.51132	8.81451	9.98386
SEC26	6.92218	5.22989	6.31616	6.45928	6.01598	2.03194	3.28018	2.84212	8.4169	13.8356	9.63521	5.13553	7.42995	5.30513	8.11792	3.02606
PRP8	4.21365	4.71767	4.71507	7.07834	6.95841	4.26375	1.73788	3.78113	3.40881	8.66771	11.6549	7.04792	6.56721	11.134	8.57694	5.4767
PET130	3.60645	5.04679	4.74055	4.53624	5.19731	9.16236	7.62152	9.24413	5.03514	5.23994	7.79573	8.55377	3.18852	6.74965	3.93177	10.3501
YPL071C	5.64606	4.88883	6.82437	5.14842	3.94835	2.22112	3.20055	2.00601	5.02033	10.3362	10.1091	7.94713	7.80795	8.07227	12.0786	4.74476
TPK2	6.62232	4.66819	5.91958	5.34185	4.54259	4.66172	5.11735	6.72269	5.70164	14.5713	8.93348	4.25571	5.02629	3.82502	7.35091	6.7394
RRN9	12.4683	5.82876	5.74806	3.10414	13.7918	1.23296	1.00716	0.941665	7.94785	14.7358	6.131	11.4493	11.7023	1.32501	2.04026	0.545722
AIM38	5.89727	8.42716	6.94306	8.15262	1.48385	2.6191	2.4312	2.21261	9.27138	9.92091	10.9412	13.4794	4.29821	4.36704	5.55609	3.99887
MRPL51	3.11095	3.98799	4.71767	3.97299	4.3476	9.20403	8.15139	9.34532	5.49667	4.52535	6.58059	6.80232	4.27187	8.17729	5.22595	12.082
IPI3	6.39527	5.1336	4.82444	6.26784	16.9387	3.13255	2.53695	3.26936	7.70446	9.13295	6.23446	10.4533	7.60761	2.94306	5.24568	2.17969
SIP2	7.0797	5.23337	6.02327	5.64857	5.04604	2.62817	4.25852	2.87344	8.67752	6.39375	10.8984	9.54633	7.99084	5.7993	8.42769	3.47506
ECI1	4.86579	3.46812	3.00678	4.60768	11.8476	12.3413	8.34683	11.8342	7.59987	5.63575	5.00987	5.34717	5.05536	4.7677	3.22151	3.04452
NPY1	4.22014	3.26564	3.32245	3.70326	8.83141	8.33788	6.56189	8.97904	5.93007	6.17648	4.82252	4.51253	7.90124	9.30123	6.70223	7.43197
MSS116	2.76862	2.98672	3.24567	3.19992	6.31167	11.9116	10.8949	11.0684	4.67056	3.45007	4.93785	4.96901	4.19384	8.71928	3.8849	12.787
BNR1	3.32949	3.08336	2.87327	2.82635	2.13354	6.7592	5.00155	14.8065	6.93109	3.15636	3.73948	4.06983	5.19263	14.2186	3.41382	18.4649
UTP14	0.426463	0.422656	1.5094	3.94595	2.14919	10.4488	4.66613	20.7387	1.70861	1.8012	2.8712	2.92768	1.68304	17.6488	3.38074	23.6714
FUM1	1.44285	2.41624	2.39877	2.22665	6.06779	12.1097	11.251	11.2383	2.31811	2.79363	3.85146	3.56228	2.08724	13.2634	2.86887	20.1036
CSE4	4.67026	4.31678	4.87844	4.63985	7.87311	7.06159	6.94809	7.30611	4.80526	8.12864	6.81194	7.52112	5.3037	5.40974	4.94441	9.38096
KTI12	4.96904	6.72841	5.6021	7.88064	3.27044	1.68312	3.1723	2.65432	6.89466	12.4119	9.49166	8.30218	8.09978	5.88017	9.21765	3.74168
TOP1	9.68373	7.42179	7.02072	6.55631	6.69497	0.956213	0.856452	0.963273	7.55073	14.5782	7.01035	16.0035	8.31558	1.86691	3.56361	0.957674
YMR196W	4.28581	4.01942	5.34346	5.31365	4.11695	2.5578	4.86017	4.71928	6.23095	7.3574	7.49677	6.80843	8.70877	9.14947	13.2683	5.7634
GPD2	4.17343	3.45658	3.27236	4.69074	4.28139	5.24421	6.21956	6.05401	4.96382	7.22067	5.71101	5.02502	6.48749	11.7167	5.9989	15.4841
"ADE5,7"	6.11984	5.68556	5.4782	5.56097	3.53036	1.79313	3.71113	2.35917	8.35319	8.95815	8.66526	7.59061	10.0991	7.04585	11.3064	3.74304
RUB1	7.44575	5.4548	4.7072	5.78596	4.73062	2.44826	3.70012	3.93724	7.50567	9.38516	8.36437	9.11747	9.46319	5.2256	9.59897	3.12963
ILS1	5.37777	5.08694	5.87412	6.30259	3.31238	2.15185	3.7956	3.13548	7.78344	8.47555	8.63273	8.37345	9.00679	6.73075	12.3447	3.61584
MSF1	2.11201	1.74328	2.19528	1.75249	8.27666	13.8375	14.2249	10.6945	2.58503	2.55429	3.6777	2.64591	2.79615	10.8506	3.44873	16.6049
MAD2	9.17105	3.11523	5.32414	5.01984	7.44505	4.2599	4.7443	4.71379	6.67397	13.4737	9.21551	3.8626	7.82992	5.55062	6.75905	2.84137
TRR1	5.18242	4.2431	5.90653	4.25678	4.08455	3.28538	4.98641	3.24607	7.4121	6.79937	7.82164	6.68673	10.8197	7.71146	12.7383	4.81949
SPT4	8.363	5.53997	6.0924	4.44771	10.3797	2.75643	3.23874	2.31876	10.5228	9.67399	7.21745	8.41158	11.0507	3.40051	4.59399	1.99225
SWR1	7.58665	5.00481	6.20845	7.21012	8.19734	3.07177	2.04619	2.18438	8.5514	11.532	7.68564	10.3437	7.8216	4.0705	6.93371	1.55164
YPL225W	6.91444	4.2016	5.83531	4.9809	4.96751	2.60411	4.889	3.66958	6.81335	11.4807	8.74605	5.09065	8.30992	6.89506	10.6004	4.00142
SUA5	4.83856	3.42081	4.00439	3.53526	5.24907	7.69416	8.26208	7.28043	5.49701	5.5281	6.68036	5.42858	4.26015	9.09929	4.52845	14.6933
FMP52	5.12542	6.32413	5.88466	5.77458	4.86696	4.99736	4.69475	4.3588	8.68697	7.91694	8.12174	9.1096	7.45217	5.0094	6.0717	5.60482
SDS23	9.33156	6.52528	5.78686	6.19784	3.45513	1.78842	3.19438	2.35753	10.2932	13.8656	10.2382	6.36743	7.97727	4.19502	5.86467	2.56164
SSA1	6.01218	4.1917	5.39785	4.72286	4.97824	2.11236	3.78882	2.74192	7.63083	7.74164	7.7215	6.62801	11.1463	7.80044	13.2301	4.1553
YJL193W	2.09187	7.20191	6.1975	8.34927	1.63933	2.70483	2.25467	4.43288	3.87395	7.74221	10.3237	12.9171	3.70441	7.72627	12.71	6.13009
LIP5	3.17098	4.1176	3.40157	3.38638	6.55389	12.1726	10.6	12.4089	3.6485	3.86592	6.41305	6.64238	2.24319	7.15697	3.7546	10.4636
RRD2	5.29007	5.19225	6.3498	6.93776	3.43223	2.36325	3.92431	3.16738	7.83473	10.0639	9.20782	7.61399	8.55396	5.15561	11.3668	3.54614
TRK1	3.89737	5.94823	4.25433	8.05562	8.66546	7.0689	4.15174	6.83141	7.10888	8.42285	8.52986	8.28912	4.64666	6.69919	4.55279	2.8776
MCM22	6.75775	8.10492	5.93492	8.45641	2.40574	3.23557	2.57773	2.14303	12.6249	8.99462	9.10756	11.9567	5.0461	3.90309	4.66489	4.08615
GND2	4.79295	4.8188	5.64657	5.57133	3.04891	2.24779	3.24265	3.13412	6.24964	6.56937	9.36991	8.19702	9.43804	8.55433	14.2728	4.8458
MRPL9	3.18176	3.91656	4.42326	4.11551	4.72496	9.53536	8.93317	9.72544	5.27428	4.64648	6.29329	6.58729	4.21038	7.78572	4.8834	11.7631
RRB1	7.47446	6.39134	7.01105	6.09584	9.49862	1.96629	1.9813	1.77732	8.45485	10.3765	7.26024	13.1883	8.99463	2.63512	5.15728	1.73682
AIM23	2.10384	1.8359	2.29767	2.58134	6.03363	12.2877	11.1581	12.0122	3.46478	2.61632	3.2996	3.4615	3.62791	11.3994	3.42249	18.3976
PTP2	5.97095	7.42732	6.32894	7.15188	4.9468	2.53753	2.63848	3.19375	8.41416	10.9464	10.5866	9.18838	6.43163	3.93778	6.9611	3.3383
CDC39	10.0748	5.59411	5.14713	7.15474	6.35548	2.21296	3.61319	2.43686	8.72018	16.0729	10.8647	5.03303	5.90495	3.5081	5.10183	2.20507
PRP28	6.52272	6.16573	6.04037	6.61114	11.5646	1.99461	1.92323	4.57876	7.38982	11.4131	10.0211	8.02217	5.41447	4.01435	6.43786	1.88603
YJR111C	3.74908	3.59188	3.70803	3.38691	4.81752	8.04932	7.17828	7.13106	4.63391	4.59886	5.67397	6.084	4.39481	11.7139	3.86544	17.423
RCN2	4.24432	4.65219	4.08155	3.97015	2.61025	6.66605	5.04032	4.76879	4.92441	7.59103	6.32643	5.78446	8.0026	15.4797	5.7039	10.1538
CMK1	7.9463	5.98051	6.40061	6.17771	3.65306	2.2694	3.76225	2.67692	7.43887	12.8014	10.5522	7.71474	7.36813	4.67711	7.3012	3.27958
RPB10	8.86245	6.0205	6.07168	7.06031	10.2999	1.17888	1.47496	1.34406	7.7949	13.4613	7.58686	11.8562	8.69443	2.0828	4.38476	1.82597
SPC105	6.15756	5.49931	7.19749	13.0563	2.88142	1.23561	1.30546	1.67862	7.70882	14.2857	10.3217	14.0274	6.73251	2.72309	5.18902	0
SDH2	5.4752	8.9208	8.08723	7.27687	1.05911	1.75769	1.58605	1.72634	9.36218	8.94734	10.9757	13.9242	3.48309	5.31147	6.01571	6.091
YPR078C	4.88151	7.42878	6.97908	7.633	0.730931	1.19847	1.13197	1.17871	8.20115	8.61261	9.38475	12.8783	6.63962	6.71606	9.28301	7.12205
MRPL20	3.22913	3.63856	4.30659	3.59706	5.20513	11.64	9.73211	9.86709	5.05441	4.13694	5.92336	6.31756	4.19826	7.68842	4.42685	11.0385
YKL050C	1.85996	1.21935	2.60396	3.64844	5.18989	12.2456	9.57888	14.3062	1.85939	4.07977	4.13169	3.46733	3.22148	10.8765	11.5856	10.126
MRM2	2.77463	3.86296	3.51091	3.21027	5.1407	9.00824	8.91697	8.55253	4.17588	3.95146	5.41195	5.83831	5.01261	9.85446	4.55052	16.2276
SDH1	5.64219	8.47951	7.60843	7.15683	1.18867	2.21637	2.20143	1.82815	9.31421	8.5198	11.0959	12.9717	3.95042	5.64989	5.65573	6.52082
VPS52	9.02246	7.31919	5.39605	8.23764	2.79548	0.420808	0.95355	0.79422	10.0726	14.5933	9.55221	9.2538	10.2909	3.05873	6.45605	1.78302
VID30	7.0516	5.88868	5.6347	7.4531	4.74913	2.16822	2.89563	2.38974	10.6042	9.69834	7.97698	9.45801	8.3463	4.21939	7.55761	3.90836
FAR11	4.22339	5.39703	5.51835	9.94944	3.94693	3.99809	4.10747	4.71659	3.79731	10.359	8.66837	13.5146	3.43795	6.29327	6.07005	6.00213
ATP17	5.22452	7.73669	6.75336	7.15678	0.586531	0.902234	0.954637	0.780245	8.32111	8.53328	9.58802	12.4764	6.83722	7.00429	9.47491	7.66973
YEL007W	9.85345	6.33521	6.2604	4.54619	3.25508	0.738979	0.863339	0.589775	9.93202	11.3119	7.27315	10.5742	17.6565	3.02514	5.88734	1.89728
YLR326W	5.4504	5.13349	5.03862	6.78061	5.01651	4.55205	4.45406	6.03151	6.72801	7.5956	9.54818	8.5473	6.93353	6.27367	7.94323	3.97324
LAP4	3.34452	2.86413	3.17322	3.37901	8.9892	8.80354	9.27326	7.60223	4.66842	4.39086	4.67107	4.73564	7.66717	9.31051	9.56031	7.56691
URE2	4.40349	4.97736	6.24176	7.40267	3.35803	2.44451	4.26453	4.21979	5.80003	9.95929	8.74702	8.77902	6.51342	6.40809	11.3014	5.17959
BPL1	7.01191	4.95823	5.23323	5.05512	3.97714	3.7643	5.39814	4.58375	6.56702	10.4191	8.45817	6.72041	6.6059	6.93504	8.63999	5.67256
PET122	3.26331	3.63185	3.75465	3.54556	5.36756	9.35387	9.16334	9.26962	4.57589	3.87043	5.64201	6.41527	4.30675	8.82991	4.60442	14.4055
NMD2	7.05621	5.80129	6.09639	7.44199	5.55328	2.45979	2.88614	2.94632	7.43698	12.3518	9.84957	8.48147	7.31879	4.15406	7.2321	2.93381
MRPL49	3.18988	4.18869	4.74642	3.97848	4.5645	9.74849	8.62371	8.74499	5.21274	4.7836	6.50142	6.73077	4.41066	8.60142	4.95878	11.0155
MUB1	4.84402	8.59093	6.35502	7.0944	1.68156	3.86663	2.6419	3.54863	8.18509	8.68437	9.6228	12.2286	3.67556	6.09751	5.16905	7.7139
MSH6	9.42812	6.12113	5.833	5.95925	9.79103	2.2691	2.13767	2.56723	9.24153	12.109	7.84251	10.1828	7.39442	2.63878	4.41979	2.06472
HSP150	9.24488	5.26738	5.26684	7.66467	3.11132	2.56316	2.39159	2.82331	12.265	10.9305	8.06978	8.25156	6.61432	3.77104	9.84511	1.91949
TYW3	4.70106	5.78703	6.12326	8.17245	3.54111	3.15698	3.87172	4.18811	6.26378	12.3743	11.1811	5.86739	5.84607	5.81276	8.24971	4.86312
GRH1	7.09865	4.77409	5.708	5.18702	6.36013	2.9593	4.1553	4.2789	6.41324	12.9218	9.14005	4.29106	7.60535	6.58358	8.89402	3.62949
MRP20	3.03434	3.98217	4.66787	4.26308	4.39772	9.75454	8.49671	8.89913	4.84956	4.54765	6.55755	6.99404	4.24271	8.54304	5.30977	11.4601
RIC1	7.3612	6.73083	6.34954	9.29148	3.28053	1.80136	2.08245	2.55673	8.92088	15.8649	10.4032	7.59739	5.68165	3.85144	6.02217	2.2042
ADE12	5.83722	5.6092	6.60516	6.61703	3.10357	1.73895	3.40794	2.60896	7.688	9.44662	9.91554	8.44339	7.79191	5.89907	11.9003	3.38718
AIM1	1.60082	2.13411	1.96747	1.65519	8.76195	16.1487	14.9955	15.9198	1.97311	2.35084	3.51521	2.73656	1.40258	9.07035	2.43039	13.3375
EXO70	6.31207	4.32677	4.74525	5.05657	7.79141	6.54296	6.54465	6.07703	7.16232	9.0475	7.44513	5.682	6.01185	6.79341	4.84133	5.61975
STB5	9.63459	5.68455	6.60793	3.99329	7.38528	4.0342	2.99918	2.57317	6.72183	10.2394	8.97033	11.2531	8.75846	4.08039	3.25443	3.80985
ARK1	5.81296	5.85794	6.66966	10.0847	5.04502	2.12672	3.06202	2.88039	4.39917	9.97913	10.4595	15.9359	3.80998	3.85947	7.48987	2.5275
ILV6	1.40729	0.885631	1.05703	0.90233	8.3365	22.2729	12.8656	12.3376	1.70384	1.42648	1.5769	1.38854	2.45788	13.42	1.033	16.9284
GEP3	2.6405	3.3089	3.40039	3.36723	6.45312	11.4016	11.0621	11.854	4.07402	3.63416	5.07371	5.44796	3.58811	8.37533	4.4048	11.914
MRPL27	3.59597	4.06987	4.39736	4.48317	4.73882	9.71049	8.92712	9.11339	5.4329	4.84696	6.42975	6.98156	4.13639	7.68308	5.03714	10.416
AAT1	2.3077	3.41597	3.30276	3.06954	6.86809	11.2791	10.9579	12.6568	3.78504	3.50064	4.98737	5.03489	3.85562	8.674	4.32572	11.9789
IMG1	3.4041	3.91579	4.45037	3.92551	5.62514	10.492	9.6544	9.02249	5.27138	4.52148	6.05415	6.57791	4.16146	7.30848	4.1904	11.425
TPC1	4.83857	7.74673	6.89245	7.37342	2.40123	4.19087	4.15181	3.95154	8.33234	8.19298	9.44502	12.3811	4.06251	4.63531	6.25774	5.14638
HMF1	4.94632	4.42534	6.43921	5.73339	3.53746	2.97574	4.34474	3.69955	6.87938	6.64757	10.3778	6.86284	8.92038	6.5925	13.5447	4.07303
MCM7	5.61115	7.66687	6.89604	8.25012	1.87173	2.47043	2.47544	2.72032	9.43286	8.64323	9.32784	13.1605	4.37371	5.21741	6.67458	5.20782
ATP12	1.40237	0.888758	1.05723	1.24856	10.4224	18.4431	17.4328	17.211	1.74881	1.49312	1.79124	1.52175	1.3686	8.42201	1.31964	14.2286
HIS5	7.8112	7.16988	6.05537	6.17762	4.4302	2.70444	3.41424	2.91468	9.83796	10.7704	10.3852	7.81014	7.91538	4.03718	5.78674	2.77944
ATP7	5.34816	7.47697	6.79533	7.35123	1.02789	1.58157	1.50607	1.28253	8.84416	8.21481	9.51283	11.8708	6.92729	6.27894	8.91486	7.06653
YFH1	0.786869	0.599674	1.25713	1.6199	8.45857	16.421	16.1374	14.2816	1.2657	1.1444	2.20549	1.46074	1.52336	11.4131	2.04402	19.3811
UBP15	7.82238	4.87584	5.21099	5.18698	5.43216	2.45331	3.81209	3.49222	7.14843	11.0862	8.60639	6.06072	8.13671	6.84958	9.63414	4.19186
SAP30	11.4475	5.81736	5.1764	5.66238	17.3517	0.940907	0.783971	0.721113	9.66165	11.8773	5.98351	12.4943	8.10637	1.29372	2.68182	0
FMO1	6.40218	6.19348	6.01954	5.72005	4.84554	3.85881	4.93795	4.30623	8.09972	11.6976	9.40693	5.44506	7.46493	5.80789	6.22064	3.57347
ZPR1	7.01338	3.88442	5.18554	4.69369	3.32111	2.15037	3.61819	2.7964	7.35075	8.26551	7.78152	6.16659	11.8317	8.11862	12.9841	4.83813
YME2	4.98043	6.24547	5.32698	5.20647	4.67075	6.68845	6.30958	6.77321	8.28286	6.54929	7.08847	9.03216	5.86533	4.90996	5.56422	6.50636
SSC1	1.19512	0.873537	1.10321	0.986806	10.6339	17.1859	15.5952	16.9505	1.84944	1.16986	1.53785	1.35852	1.74856	9.71388	1.39809	16.6997
DER1	5.28636	5.35283	6.29834	5.83381	4.77908	4.33252	3.74042	5.03211	11.0069	7.75065	6.78735	6.8461	10.665	5.68786	7.49014	3.11048
MRP2	3.68013	4.58193	4.83042	6.20823	3.90037	7.1446	6.47127	7.43802	6.66418	5.48772	6.50042	8.77953	3.39093	7.98428	4.48241	12.4556
TRX2	4.74753	3.44521	5.01728	3.72163	4.47089	3.70958	5.56839	3.4097	6.06257	6.21684	7.07271	4.69387	11.1831	9.58775	12.7643	8.32867
TIP41	5.6704	6.65293	7.62062	6.69822	3.82723	2.76205	3.22732	3.28659	8.39847	13.3992	10.0689	5.93284	6.80751	4.87721	7.64819	3.12234
CLD1	6.24119	9.72657	7.92022	7.48721	2.14946	3.81979	4.04215	3.07494	10.6585	9.61548	11.1551	13.0553	2.27466	2.42256	2.07312	4.28373
YOR111W	5.50776	3.39383	4.90317	5.3308	3.92189	4.02422	4.78911	5.13791	5.49137	8.52885	6.92992	6.1603	9.01588	9.72238	12.1037	5.03889
PET309	3.59312	4.42186	4.28167	5.11536	3.28917	7.33141	6.66231	6.98436	5.01496	4.85035	6.8979	7.90098	4.53618	9.43976	5.54201	14.1386
DEP1	8.72773	5.13759	5.20548	4.98686	14.8523	2.81166	2.67561	2.97169	7.80344	9.47671	6.93023	9.80443	7.28952	3.36691	3.346	4.61383
PDR1	7.88179	4.76168	4.50158	4.45646	8.51456	3.82354	4.21375	3.79854	6.16815	9.59644	7.96509	6.79372	5.032	6.69928	5.44667	10.3467
TIM13	3.96553	3.05099	3.40781	2.95876	7.5151	13.0838	11.9022	10.1089	7.70751	3.57339	2.92572	4.70203	4.63298	6.66488	2.76493	11.0354
DIA4	2.68871	2.37618	3.10797	2.78788	7.30665	12.4956	11.7898	12.064	3.11513	3.46525	4.61114	4.28891	3.6961	8.58537	5.0717	12.5496
BRO1	7.59948	4.29742	5.37122	5.41956	4.55743	3.10439	4.44841	4.52774	6.87707	10.7909	8.38438	5.98893	7.68441	7.39269	9.29695	4.25901
HDA3	9.44429	4.00142	5.18058	5.5973	17.5184	2.10641	1.98211	2.68672	8.60128	8.98431	7.81337	8.79822	6.80935	2.86724	5.56037	2.04858
RSE1	7.86083	4.49213	4.39572	7.49869	14.5266	2.43088	2.31708	2.81839	8.15924	9.09635	8.20025	8.77031	7.09693	3.28574	6.17307	2.87782
STI1	5.9098	4.03988	5.75014	4.67454	5.02839	1.87243	3.66863	2.53247	5.96254	7.632	8.26199	6.8906	10.406	8.75193	13.8517	4.76704
MTG2	2.67909	3.23134	3.3202	3.21801	6.42351	11.7534	10.9196	12.3507	3.93101	3.56418	4.87735	5.18844	4.03556	7.48702	4.62957	12.3911
MRPL15	3.00742	3.46889	4.13085	3.50335	6.85131	11.8682	10.4379	11.9774	4.61566	3.93237	5.4777	5.87215	3.81491	6.92265	4.23608	9.88309
MSH1	3.46715	5.69367	4.78987	5.31647	4.38182	7.8301	6.99907	8.5735	5.141	6.04869	7.31173	8.66206	4.76681	6.44725	6.59525	7.97556
CYM1	1.05862	0.628752	0.988358	1.05892	10.7603	18.0179	16.1557	20.1747	1.53627	1.01214	1.39812	1.31521	1.4741	8.7416	1.45701	14.2223
ABZ1	6.06001	4.36765	5.85986	5.78217	3.59191	2.84221	4.93545	4.53126	7.28542	9.01525	8.29364	6.48317	8.36115	7.11564	11.1046	4.37064
ATP19	4.66421	8.21657	8.17233	7.23135	0.484573	0.863367	0.675127	0.596474	7.93926	9.54709	10.8347	11.4689	5.29777	8.80599	7.9005	7.3018
MRPL4	3.51368	3.95669	4.42923	3.75029	5.38314	10.0565	9.08237	9.53949	5.12156	4.19965	5.98339	6.69681	4.63939	7.61816	4.3568	11.6728
ACN9	1.51323	0.849205	1.00663	0.90692	15.0349	21.5335	20.4678	11.1661	1.63922	1.60137	1.59833	1.16913	1.93612	6.46938	1.04057	12.0676
MMT1	4.1034	6.13344	5.19419	5.89616	2.34383	3.94304	3.71922	3.90992	7.06199	6.50038	7.24572	9.15435	8.21295	7.61662	10.1762	8.78858
RSF2	10.1545	7.87923	5.58846	6.16837	4.62133	1.66601	1.40672	2.0406	9.31941	15.8511	11.7205	4.95465	7.22897	2.6891	6.19462	2.51648
ATP4	5.38206	7.99551	7.15265	6.52063	1.06182	1.77404	1.63749	1.43086	9.06989	8.28574	9.18393	11.4555	7.17997	6.45367	8.10363	7.31258
SMC6	7.9625	5.46083	4.53087	8.61905	13.5684	3.88403	2.36652	4.09946	9.09341	10.2325	6.1385	11.8497	6.37944	1.37629	3.81309	0.625397
MRF1	2.74912	2.59099	2.95946	2.11709	8.60557	15.1558	15.2706	8.30514	2.8857	3.08548	4.64196	4.00297	2.90477	7.88836	2.81076	14.0262
NPT1	5.63715	4.55104	6.70605	5.70821	3.48275	2.49097	4.0548	3.59327	7.16134	7.94829	8.84682	7.73225	7.88652	7.24229	12.3251	4.63315
RIM1	3.29678	3.71232	3.82776	2.88845	7.71767	12.6286	12.1788	8.80181	4.43024	4.08582	5.87178	4.82498	5.33604	6.78078	3.80802	9.81017
EHD3	1.96893	1.6885	1.92562	1.9434	5.62991	11.5163	10.6604	9.77787	2.44105	2.23235	2.88882	2.9681	2.69805	14.8006	2.45763	24.4025
IDI1	6.10766	4.86679	7.62051	6.24651	3.89487	2.8828	4.94133	3.88746	7.70567	9.22562	10.5754	7.22645	6.36317	5.09386	10.1812	3.1807
HAP5	7.39898	7.11213	6.11228	6.98965	5.97059	2.22602	3.00784	3.14886	6.77298	12.452	7.08781	12.2869	10.0255	2.84758	4.41053	2.15029
TRM5	3.38126	2.5362	3.23726	2.7359	6.19798	9.57167	10.8352	9.16042	3.76357	3.99122	4.90771	3.95316	5.26025	10.9723	6.46845	13.0275
YEL020C	6.45471	4.07824	3.60766	4.21291	8.33741	7.46494	5.65299	7.53776	9.59077	5.22551	5.51982	5.28459	9.82149	7.73794	4.84059	4.63267
OM45	4.4378	5.8862	5.61478	4.60746	3.3238	5.42341	5.00966	5.63005	8.01091	6.59311	6.93797	7.11692	6.1492	8.63616	5.18204	11.4405
YIL156W-B	3.82726	5.77893	5.56884	5.33453	3.05097	5.80927	5.40664	5.32947	6.6485	6.23596	6.81446	8.88122	6.76403	6.93847	8.4846	9.12684
YIL161W	6.831	3.30619	6.66154	7.69554	7.40195	2.24898	3.57029	5.4255	9.38631	7.30835	6.18198	11.2452	8.29742	4.62025	6.95497	2.86454
YIL077C	4.62154	6.38599	6.2705	5.31064	3.32705	5.16908	4.93694	5.87347	6.81348	6.7578	7.97255	9.91094	5.42514	6.5171	6.47876	8.22902
YGR017W	6.29925	5.21222	6.63303	5.86445	4.38962	3.76574	5.3039	4.13867	7.49636	11.7894	9.35365	4.78351	6.24032	5.92797	7.39716	5.40474
